Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Year,Total.On.Board,Fatal.Injury.Likelihood,Serious.Injury.Likelihood,Severe.Injury.Risk,Aircraft.Destroyed,Aircraft.ID
20010802X01585,Accident,IAD01FA086,2001-07-28,"Esperance, NY",United States,42.801111,-74.260833,NONE,Private Strip,Fatal(2),destroyed,N1049Y,aeronca,s-65-ca,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,vmc,cruise,Probable Cause,13-05-2003,2001,2.0,1.0,0.0,1.0,1,aeronca_s-65-ca
20010801X01573,Accident,FTW01FA171,2001-07-28,"De Queen, AR",United States,33.976945,-94.241389,,,Fatal(4),destroyed,N8324Z,cessna,205,No,1.0,reciprocating,personal,4.0,0.0,0.0,0.0,vmc,descent,Probable Cause,20-02-2002,2001,4.0,1.0,0.0,1.0,1,cessna_205
20010807X01621,Accident,DEN01LA130,2001-07-28,"Gunnison, CO",United States,38.499444,-106.801111,,,Non-Fatal,destroyed,N401TA,cessna,172rg,No,1.0,reciprocating,personal,0.0,3.0,0.0,0.0,vmc,climb,Probable Cause,20-02-2002,2001,3.0,0.0,1.0,1.0,1,cessna_172rg
20010806X01606,Accident,MIA01LA201B,2001-07-29,"JACKSONVILLE, FL",United States,30.277778,-81.805833,23J,Herlong,Non-Fatal,substantial,N8660Q,beech,35-b33,No,1.0,reciprocating,personal,0.0,0.0,0.0,4.0,vmc,standing,Probable Cause,02-01-2002,2001,4.0,0.0,0.0,0.0,0,beech_35-b33
20010806X01606,Accident,MIA01LA201A,2001-07-29,"JACKSONVILLE, FL",United States,30.277778,-81.805833,23J,Herlong,Non-Fatal,substantial,N89803,cessna,152,No,1.0,reciprocating,personal,0.0,0.0,0.0,4.0,vmc,standing,Probable Cause,02-01-2002,2001,4.0,0.0,0.0,0.0,0,cessna_152
20010806X01613,Accident,LAX01LA267,2001-07-29,"SCOTTSDALE, AZ",United States,33.626945,-111.9,SDL,SCOTTSDALE,Non-Fatal,substantial,N3532T,cessna,172s,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,28-05-2002,2001,1.0,0.0,0.0,0.0,0,cessna_172s
20010808X01636,Accident,DEN01LA132,2001-07-29,"GRAND JUNCTION, CO",United States,39.344722,-108.603889,GJT,Walker Field,Non-Fatal,substantial,N114SA,piper,pa-31-350,No,2.0,reciprocating,,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,16-01-2003,2001,1.0,0.0,0.0,0.0,0,piper_pa-31-350
20010803X01598,Accident,CHI01LA250,2001-07-29,"FARIBAULT, MN",United States,,,FBL,FARIBAULT MUNI,Non-Fatal,substantial,N3837U,burkhart grob,g102 std astir iii,No,,,personal,0.0,1.0,0.0,0.0,vmc,landing,Probable Cause,06-12-2002,2001,1.0,0.0,1.0,1.0,0,burkhart grob_g102 std astir iii
20010731X01569,Accident,CHI01FA247,2001-07-29,"OSHKOSH, WI",United States,,,OSH,Wittman Regional Airport,Non-Fatal,substantial,N35BJ,beech,c35,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,approach,Probable Cause,24-10-2002,2001,2.0,0.0,0.0,0.0,0,beech_c35
20010824X01771,Accident,ANC01LA092,2001-07-29,"SKWENTNA, AK",United States,61.95,-151.183333,SKW,SKWENTNA,Non-Fatal,substantial,N82559,aeronca,7ac,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,03-06-2002,2001,1.0,0.0,0.0,0.0,0,aeronca_7ac
20010806X01608,Accident,SEA01FA145,2001-07-29,"Puyallup, WA",United States,47.116667,-122.283333,1S0,PIERCE COUNTY - THUN FIELD,Fatal(6),destroyed,N3479W,piper,pa-32-260,No,1.0,reciprocating,personal,6.0,0.0,0.0,0.0,vmc,takeoff,Probable Cause,20-02-2002,2001,6.0,1.0,0.0,1.0,1,piper_pa-32-260
20010801X01571,Accident,MIA01LA198,2001-07-29,"Naples, FL",United States,26.1525,-81.775556,APF,Naples Municipal,Non-Fatal,destroyed,N944AC,cessna,152,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,25-06-2003,2001,1.0,0.0,0.0,0.0,1,cessna_152
20010816X01710,Accident,ANC01LA096,2001-07-30,"YAKUTAT, AK",United States,59.183333,-138.433333,,Dry Bay,Non-Fatal,substantial,N5371U,cessna,u206,No,1.0,reciprocating,,0.0,0.0,0.0,5.0,vmc,takeoff,Probable Cause,02-07-2002,2001,5.0,0.0,0.0,0.0,0,cessna_u206
20010816X01708,Accident,ANC01LA094,2001-07-30,"MCCARTHY, AK",United States,62.016667,-141.183333,4Z5,HORSFELD,Non-Fatal,substantial,N29167,cessna,u206,No,1.0,reciprocating,business,0.0,0.0,0.0,4.0,vmc,takeoff,Probable Cause,02-07-2002,2001,4.0,0.0,0.0,0.0,0,cessna_u206
20010816X01703,Accident,ANC01FA093,2001-07-30,"Haines, AK",United States,59.066667,-135.783333,,,Fatal(6),destroyed,N39586,piper,pa-32-300,No,1.0,reciprocating,,6.0,0.0,0.0,0.0,imc,cruise,Probable Cause,10-09-2002,2001,6.0,1.0,0.0,1.0,1,piper_pa-32-300
20010810X01656,Accident,NYC01LA195,2001-07-31,"HANSON, MA",United States,42.024723,-70.838055,28M,Cranland,Non-Fatal,substantial,N9515H,fairchild,m-62a-3,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,takeoff,Probable Cause,04-06-2002,2001,2.0,0.0,0.0,0.0,0,fairchild_m-62a-3
20010810X01657,Accident,NYC01LA194,2001-07-31,"NEW MILFORD, CT",United States,,,,,Non-Fatal,substantial,N55205,piper,pa-28-180,No,1.0,reciprocating,instructional,0.0,0.0,1.0,0.0,vmc,cruise,Probable Cause,18-06-2002,2001,1.0,0.0,0.0,0.0,0,piper_pa-28-180
20010810X01652,Accident,NYC01FA193,2001-07-31,"XENIA, OH",United States,39.646944,-83.854722,FFO,Wright-Patterson AFB,Fatal(2),substantial,N727AF,beech,95-b55,No,2.0,reciprocating,instructional,2.0,0.0,0.0,0.0,vmc,maneuvering,Probable Cause,10-09-2002,2001,2.0,1.0,0.0,1.0,0,beech_95-b55
20010806X01605,Accident,MIA01WA203,2001-07-31,"COJIMAR, CUBA",Cuba,23.166667,-82.1,,,Non-Fatal,substantial,N734SP,cessna,172n,No,,,personal,0.0,0.0,1.0,0.0,vmc,,Foreign,06-08-2001,2001,1.0,0.0,0.0,0.0,0,cessna_172n
20010803X01601,Accident,MIA01LA204,2001-07-31,"EDISON, GA",United States,31.55,-84.75,,,Non-Fatal,substantial,N6816Q,grumman-schweizer,g-164b,No,1.0,reciprocating,aerial application,0.0,0.0,1.0,0.0,vmc,takeoff,Probable Cause,06-11-2001,2001,1.0,0.0,0.0,0.0,0,grumman-schweizer_g-164b
20010806X01612,Accident,LAX01LA266,2001-07-31,"FLAGSTAFF, AZ",United States,35.141944,-111.674167,FLG,FLAGSTAFF PULLIAM,Non-Fatal,substantial,N17FR,maule,m-7-235c,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,Probable Cause,28-05-2002,2001,2.0,0.0,0.0,0.0,0,maule_m-7-235c
20010802X01589,Accident,LAX01LA265,2001-07-31,"HESPERIA, CA",United States,34.333333,-117.326945,L26,Hesperia,Non-Fatal,substantial,N5346W,piper,pa-28-150,No,1.0,reciprocating,personal,0.0,1.0,0.0,0.0,vmc,maneuvering,Probable Cause,28-04-2004,2001,1.0,0.0,1.0,1.0,0,piper_pa-28-150
20010810X01654,Accident,FTW01LA175,2001-07-31,"TULSA, OK",United States,36.138889,-95.824723,1H6,Harvey Young Airport,Non-Fatal,substantial,N525Z,piper,pa-28,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,takeoff,Probable Cause,25-11-2003,2001,2.0,0.0,0.0,0.0,0,piper_pa-28
20011204X02335,Accident,DEN01TA134A,2001-07-31,"JACKSON, WY",United States,,,,,Non-Fatal,substantial,N205BR,bell,205a-1,No,1.0,turbo shaft,public aircraft,0.0,0.0,0.0,2.0,vmc,maneuvering,Probable Cause,16-01-2003,2001,2.0,0.0,0.0,0.0,0,bell_205a-1
20010816X01709,Accident,ANC01FA095,2001-07-31,"EAGLE RIVER, AK",United States,60.241666,-149.308333,,,Non-Fatal,substantial,N5312T,cessna,172,No,1.0,reciprocating,,0.0,1.0,0.0,3.0,vmc,climb,Probable Cause,02-07-2002,2001,4.0,0.0,0.25,0.25,0,cessna_172
20010808X01632,Accident,MIA01LA205,2001-07-31,"Whitakers, NC",United States,,,,,Non-Fatal,destroyed,N9072T,air tractor,at-402a,No,1.0,turbo prop,aerial application,0.0,1.0,0.0,0.0,vmc,maneuvering,Probable Cause,23-10-2001,2001,1.0,0.0,1.0,1.0,1,air tractor_at-402a
20010731X01570,Accident,CHI01LA251,2001-07-31,"Pierre, SD",United States,,,,,Non-Fatal,destroyed,N5551X,aero commander,s2r,No,1.0,turbo prop,aerial application,0.0,1.0,0.0,0.0,vmc,maneuvering,Probable Cause,03-06-2002,2001,1.0,0.0,1.0,1.0,1,aero commander_s2r
20010803X01599,Accident,CHI01LA255,2001-08-01,"SUGAR GROVE, IL",United States,,,ARR,Aurora Municipal Airport,Non-Fatal,substantial,N136GR,beech,a36,No,1.0,reciprocating,flight test,0.0,0.0,0.0,1.0,vmc,climb,Probable Cause,03-06-2002,2001,1.0,0.0,0.0,0.0,0,beech_a36
20010816X01711,Accident,ANC01LA097,2001-08-01,"ANCHORAGE, AK",United States,61.051111,-149.718611,,Old Baldy,Non-Fatal,substantial,N7775H,piper,pa-12,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,vmc,unknown,Probable Cause,02-07-2002,2001,3.0,0.0,0.0,0.0,0,piper_pa-12
20010807X01617,Accident,MIA01FA206,2001-08-01,"Hilton Head, SC",United States,32.164722,-80.733611,HXD,Hilton Head,Fatal(1),destroyed,N1VY,mitsubishi,mu-2b-35,No,2.0,turbo prop,positioning,1.0,0.0,0.0,0.0,vmc,approach,Probable Cause,30-12-2003,2001,1.0,1.0,0.0,1.0,1,mitsubishi_mu-2b-35
20010813X01666,Accident,IAD01FA089,2001-08-01,"Baltimore, MD",United States,39.184722,-76.6775,BWI,BALTIMORE-WASHINGTON INTL,Fatal(2),destroyed,N89FB,bell,206b,No,1.0,turbo shaft,aerial observation,2.0,0.0,0.0,0.0,vmc,maneuvering,Probable Cause,15-04-2003,2001,2.0,1.0,0.0,1.0,1,bell_206b
20010808X01631,Accident,MIA01LA207,2001-08-02,"COVINGTON, GA",United States,33.6325,-83.849444,9A1,Covington Municipal,Non-Fatal,substantial,N3467E,cessna,172n,No,1.0,reciprocating,instructional,0.0,0.0,2.0,0.0,vmc,go-around,Probable Cause,17-10-2001,2001,2.0,0.0,0.0,0.0,0,cessna_172n
20010904X01868,Accident,DCA01WA057,2001-08-02,"ASMARA, ERITREA",Eritrea,,,,,Non-Fatal,substantial,,boeing,727-200,No,,,,0.0,0.0,1.0,136.0,,,Foreign,04-09-2001,2001,137.0,0.0,0.0,0.0,0,boeing_727-200
20010807X01628,Accident,CHI01LA263,2001-08-02,"CALLAWAY, NE",United States,,,,,Non-Fatal,substantial,N4478Y,piper,pa-25-235,No,1.0,reciprocating,aerial application,0.0,0.0,0.0,1.0,vmc,maneuvering,Probable Cause,24-10-2002,2001,1.0,0.0,0.0,0.0,0,piper_pa-25-235
20010904X01854,Accident,ATL01LA101,2001-08-02,"MOBILE, AL",United States,,,KMOB,Mobile Downtown Airport,Non-Fatal,substantial,N7006A,cessna,172,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,Probable Cause,20-02-2002,2001,2.0,0.0,0.0,0.0,0,cessna_172
20010816X01713,Accident,ANC01LA099,2001-08-03,"HEALY, AK",United States,63.7,-148.2,,,Non-Fatal,substantial,N9794M,cessna,207,No,1.0,reciprocating,,0.0,0.0,0.0,6.0,imc,climb,Probable Cause,03-06-2002,2001,6.0,0.0,0.0,0.0,0,cessna_207
20010807X01626,Accident,DEN01FA135,2001-08-03,"Lusk, WY",United States,42.991944,-104.363611,,,Fatal(1),destroyed,N7182N,beech,v-35a,No,1.0,reciprocating,personal,1.0,0.0,0.0,0.0,vmc,maneuvering,Probable Cause,15-04-2003,2001,1.0,1.0,0.0,1.0,1,beech_v-35a
20010815X01691,Accident,SEA01LA146,2001-08-04,"LATAH, WA",United States,,,,,Non-Fatal,substantial,N4237X,rockwell,s-2r,No,1.0,reciprocating,aerial application,0.0,0.0,0.0,1.0,vmc,maneuvering,Probable Cause,17-10-2001,2001,1.0,0.0,0.0,0.0,0,rockwell_s-2r
20010813X01669,Accident,NYC01LA203,2001-08-04,"PARKERSBURG, WV",United States,,,PKB,Wood County Airport,Non-Fatal,substantial,N7821G,cessna,172l,No,1.0,reciprocating,instructional,0.0,1.0,0.0,0.0,vmc,landing,Probable Cause,18-04-2003,2001,1.0,0.0,1.0,1.0,0,cessna_172l
20010807X01627,Accident,MIA01LA209,2001-08-04,"STATESVILLE, NC",United States,35.763056,-80.955278,,Allison Woods,Non-Fatal,substantial,N96064,cessna,152,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,takeoff,Probable Cause,23-10-2001,2001,2.0,0.0,0.0,0.0,0,cessna_152
20010806X01615,Accident,LAX01LA269,2001-08-04,"FORT BRAGG, CA",United States,39.483333,-123.783333,8Q3,Fort Bragg (Private),Non-Fatal,substantial,N28882,luscombe,8a,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,approach,Probable Cause,28-04-2004,2001,2.0,0.0,0.0,0.0,0,luscombe_8a
20010806X01614,Accident,LAX01LA268,2001-08-04,"WINNEMUCCA, NV",United States,40.883333,-117.8,,,Non-Fatal,substantial,N90191,weatherly,620b,No,1.0,turbo prop,aerial application,0.0,0.0,0.0,1.0,vmc,maneuvering,Probable Cause,28-04-2004,2001,1.0,0.0,0.0,0.0,0,weatherly_620b
20010813X01677,Accident,DEN01LA140,2001-08-04,"LAS CRUCES, NM",United States,,,LRU,Las Cruces International,Non-Fatal,substantial,N116CP,maule,mt-7-235,No,1.0,reciprocating,public aircraft,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,20-09-2002,2001,1.0,0.0,0.0,0.0,0,maule_mt-7-235
20010807X01623,Accident,DEN01LA138,2001-08-04,"PUEBLO, CO",United States,,,PUB,Pueblo Memorial,Non-Fatal,substantial,N8549S,cessna,182h,No,1.0,reciprocating,personal,0.0,1.0,1.0,0.0,vmc,takeoff,Probable Cause,20-02-2002,2001,2.0,0.0,0.5,0.5,0,cessna_182h
20010808X01635,Accident,DEN01LA137,2001-08-04,"MOAB, UT",United States,38.754722,-109.754722,CNY,Moab Municipal,Non-Fatal,substantial,N8431A,beech,a35,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,vmc,landing,Probable Cause,16-01-2003,2001,3.0,0.0,0.0,0.0,0,beech_a35
20010809X01642,Accident,CHI01LA259,2001-08-04,"BLOOMING PRAIRI, MN",United States,,,,,Non-Fatal,substantial,N440TG,bell,47g-2,No,1.0,reciprocating,aerial observation,0.0,0.0,0.0,2.0,vmc,cruise,Probable Cause,16-01-2003,2001,2.0,0.0,0.0,0.0,0,bell_47g-2
20010807X01619,Accident,CHI01FA257,2001-08-04,"WATERLOO, IN",United States,,,,Private,Fatal(2),substantial,N6129M,schweizer,269c,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,vmc,unknown,Probable Cause,25-06-2003,2001,2.0,1.0,0.0,1.0,0,schweizer_269c
20010807X01629,Accident,CHI01FA256,2001-08-04,"Rensselaer, IN",United States,,,,,Fatal(2),destroyed,N30WS,beech,e55,No,2.0,reciprocating,personal,2.0,0.0,0.0,0.0,vmc,maneuvering,Probable Cause,24-10-2002,2001,2.0,1.0,0.0,1.0,1,beech_e55
20010813X01670,Accident,NYC01LA204,2001-08-05,"ISLIP, NY",United States,,,ISP,Long Island Mac Arthur,Non-Fatal,substantial,N4066G,robinson,r22,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,landing,Probable Cause,27-09-2001,2001,2.0,0.0,0.0,0.0,0,robinson_r22
20010818X01724,Accident,LAX01FA271,2001-08-05,"PALMDALE, CA",United States,34.528056,-118.113611,WJF,General William J Fox Airfield,Non-Fatal,substantial,N3838U,cessna,336,No,2.0,reciprocating,personal,0.0,1.0,0.0,0.0,vmc,cruise,Probable Cause,28-04-2004,2001,1.0,0.0,1.0,1.0,0,cessna_336
20010830X01843,Accident,FTW01LA201,2001-08-05,"PORTER, TX",United States,,,9XS2,Williams Airport,Non-Fatal,substantial,N42892,cessna,182l,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,14-11-2001,2001,1.0,0.0,0.0,0.0,0,cessna_182l
20010808X01639,Accident,FTW01LA174,2001-08-05,"DENISON, TX",United States,,,8F8,McKeon Aviation,Non-Fatal,substantial,N5183P,cessna,152,No,1.0,reciprocating,other work use,0.0,0.0,0.0,2.0,vmc,takeoff,Probable Cause,14-11-2001,2001,2.0,0.0,0.0,0.0,0,cessna_152
20010817X01718,Accident,FTW01LA172,2001-08-05,"WC 173, GM",United States,29.670834,-92.918334,,,Non-Fatal,substantial,N2755N,bell,206-l1,No,1.0,turbo shaft,,0.0,3.0,0.0,0.0,vmc,approach,Probable Cause,01-04-2003,2001,3.0,0.0,1.0,1.0,0,bell_206-l1
20010809X01647,Accident,CHI01LA266,2001-08-05,"BEAVER ISLAND, MI",United States,,,6Y8,Welke,Non-Fatal,substantial,N4545T,grumman,aa-5b,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,Probable Cause,03-06-2002,2001,2.0,0.0,0.0,0.0,0,grumman_aa-5b
20010809X01649,Accident,CHI01LA265,2001-08-05,"MILTON, WI",United States,,,,,Non-Fatal,substantial,N13715,cessna,172m,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,cruise,Probable Cause,03-06-2002,2001,2.0,0.0,0.0,0.0,0,cessna_172m
20010809X01645,Accident,CHI01LA264,2001-08-05,"WEST BEND, WI",United States,,,ETB,WEST BEND MUNI,Non-Fatal,substantial,N2367J,beech,23,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,takeoff,Probable Cause,02-01-2002,2001,2.0,0.0,0.0,0.0,0,beech_23
20010809X01643,Accident,CHI01LA258,2001-08-05,"CRANE LAKE, MN",United States,,,CDD,Scotts Seaplane Base,Non-Fatal,substantial,N2904Q,cessna,a185f,No,1.0,reciprocating,personal,0.0,1.0,0.0,2.0,vmc,takeoff,Probable Cause,18-04-2003,2001,3.0,0.0,0.3333333333333333,0.3333333333333333,0,cessna_a185f
20010824X01774,Accident,ANC01LA105,2001-08-05,"TALKEETNA, AK",United States,62.517778,-150.933333,97Z,NUGGET BENCH,Non-Fatal,substantial,N82047,piper,pa-18-160,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,Probable Cause,03-06-2002,2001,2.0,0.0,0.0,0.0,0,piper_pa-18-160
20010810X01653,Accident,NYC01FA201,2001-08-05,"Sedgwick, ME",United States,44.351111,-68.661944,,,Fatal(2),destroyed,N80195,bellanca,7gcbc,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,vmc,maneuvering,Probable Cause,25-07-2002,2001,2.0,1.0,0.0,1.0,1,bellanca_7gcbc
20010820X01733,Accident,LAX01FA270,2001-08-05,"Weaverville, CA",United States,40.745555,-122.921945,054,Weaverville/Pool,Fatal(1),destroyed,N1109T,beech,b36tc,No,1.0,reciprocating,personal,1.0,2.0,1.0,0.0,vmc,takeoff,Probable Cause,25-11-2003,2001,4.0,0.25,0.5,0.75,1,beech_b36tc
20010904X01867,Accident,DCA01MA056,2001-08-05,"Washington, DC",United States,,,DCA,Ronald Reagan National Airport,Fatal(1),minor,N935HA,de havilland,dash 8-100,No,2.0,turbo prop,,1.0,0.0,0.0,32.0,vmc,taxi,Probable Cause,02-10-2002,2001,33.0,0.030303030303030304,0.0,0.030303030303030304,0,de havilland_dash 8-100
20010809X01648,Accident,CHI01LA267,2001-08-06,"RACINE, WI",United States,,,,,Non-Fatal,substantial,N5481T,piper,pa-32-300,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,cruise,Probable Cause,23-04-2003,2001,1.0,0.0,0.0,0.0,0,piper_pa-32-300
20010829X01809,Accident,ANC01LA116,2001-08-06,"ANAKTUVUK PASS, AK",United States,68.711667,-151.886666,,,Non-Fatal,substantial,N4167Z,piper,pa-18,No,1.0,reciprocating,business,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,20-02-2002,2001,1.0,0.0,0.0,0.0,0,piper_pa-18
20010816X01704,Accident,ANC01FA100,2001-08-06,"COOPER LANDING, AK",United States,60.481667,-149.731945,JLA,QUARTZ CREEK,Non-Fatal,substantial,N813SP,cessna,172s,No,1.0,reciprocating,personal,0.0,2.0,0.0,2.0,vmc,cruise,Probable Cause,15-07-2002,2001,4.0,0.0,0.5,0.5,0,cessna_172s
20010815X01692,Accident,SEA01LA147,2001-08-07,"ROCK ISLAND, WA",United States,,,EAT,Pangborn Memorial,Non-Fatal,substantial,N5768S,schweizer,sgs 1-26b,No,0.0,,instructional,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,03-06-2002,2001,1.0,0.0,0.0,0.0,0,schweizer_sgs 1-26b
20010821X01735,Accident,MIA01LA210,2001-08-07,"FORT LAUDERDALE, FL",United States,,,,,Non-Fatal,substantial,N78933,mooney,m20c,No,1.0,reciprocating,instructional,0.0,0.0,6.0,0.0,vmc,takeoff,Probable Cause,25-04-2002,2001,6.0,0.0,0.0,0.0,0,mooney_m20c
20010828X01803,Accident,LAX01LA273,2001-08-07,"FULLERTON, CA",United States,33.871945,-117.979723,FUL,Fullerton Municipal,Non-Fatal,substantial,N6688G,cessna,150l,No,1.0,reciprocating,personal,0.0,0.0,1.0,0.0,vmc,approach,Probable Cause,30-12-2003,2001,1.0,0.0,0.0,0.0,0,cessna_150l
20010827X01785,Accident,IAD01LA095,2001-08-07,"LEWISTON, NY",United States,43.217223,-78.969167,,,Non-Fatal,substantial,N3626B,hughes,269c,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,descent,Probable Cause,13-05-2003,2001,2.0,0.0,0.0,0.0,0,hughes_269c
20010821X01737,Accident,IAD01LA094,2001-08-07,"ODENTON, MD",United States,,,FME,TIPTON,Non-Fatal,substantial,N1825T,piper,pa-28-140,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,takeoff,Probable Cause,23-10-2002,2001,1.0,0.0,0.0,0.0,0,piper_pa-28-140
20010827X01784,Accident,FTW01LA196,2001-08-07,"DUMAS, AR",United States,33.925,-91.511111,,,Non-Fatal,substantial,N4206B,wsk pzl mielec,m-18,No,1.0,reciprocating,aerial application,0.0,0.0,1.0,0.0,vmc,maneuvering,Probable Cause,29-04-2003,2001,1.0,0.0,0.0,0.0,0,wsk pzl mielec_m-18
20010808X01637,Accident,DEN01LA141,2001-08-07,"OURAY, CO",United States,,,,,Non-Fatal,substantial,N724BF,enstrom,280fx,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,approach,Probable Cause,25-07-2002,2001,2.0,0.0,0.0,0.0,0,enstrom_280fx
20010824X01778,Accident,ANC01LA111,2001-08-07,"ARCTIC VILLAGE, AK",United States,68.632223,-144.897222,,,Non-Fatal,substantial,N81958,cessna,180a,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,go-around,Probable Cause,20-02-2002,2001,1.0,0.0,0.0,0.0,0,cessna_180a
20010808X01638,Accident,DEN01LA139,2001-08-07,"FALCON, CO",United States,38.936666,-104.566667,00V,Meadow Lake Airport,Non-Fatal,destroyed,N3338P,cessna,320,No,2.0,reciprocating,personal,0.0,2.0,1.0,0.0,vmc,takeoff,Probable Cause,25-07-2002,2001,3.0,0.0,0.6666666666666666,0.6666666666666666,1,cessna_320
20010814X01684,Accident,SEA01LA148,2001-08-08,"THOMPSON FALLS, MT",United States,,,THM,Thompson Falls,Non-Fatal,substantial,N699WL,piper,pa-24-250,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,Probable Cause,09-10-2001,2001,2.0,0.0,0.0,0.0,0,piper_pa-24-250
20010830X01827,Accident,NYC01LA206,2001-08-08,"CICERO, NY",United States,,,1G6,Michael Airport,Non-Fatal,substantial,N1281R,schweizer,300c,No,1.0,reciprocating,instructional,0.0,0.0,2.0,0.0,vmc,landing,Probable Cause,18-04-2003,2001,2.0,0.0,0.0,0.0,0,schweizer_300c
20020320X00375,Accident,ANC01LA110,2001-08-08,"DELTA JUNCTION, AK",United States,64.483333,-146.633333,,,Non-Fatal,substantial,N11361,cessna,150,No,1.0,reciprocating,personal,0.0,1.0,0.0,1.0,vmc,landing,Probable Cause,15-07-2002,2001,2.0,0.0,0.5,0.5,0,cessna_150
20010816X01697,Accident,MIA01WA214,2001-08-08,"Barcelonette, France",France,,,,,Fatal(5),destroyed,,cessna,210,No,,,unknown,5.0,0.0,0.0,0.0,,,Foreign,16-08-2001,2001,5.0,1.0,0.0,1.0,1,cessna_210
20010815X01688,Accident,MIA01LA212,2001-08-09,"KEY WEST, FL",United States,,,,,Fatal(2),substantial,N5569J,piper,pa-32-260,No,1.0,reciprocating,business,2.0,0.0,0.0,1.0,vmc,cruise,Probable Cause,20-02-2002,2001,3.0,0.6666666666666666,0.0,0.6666666666666666,0,piper_pa-32-260
20010815X01687,Accident,MIA01LA211,2001-08-09,"SANDERSVILLE, GA",United States,32.965833,-82.836389,OKZ,Kaolin Field,Non-Fatal,substantial,N899RW,beech,be-200,No,2.0,turbo prop,business,0.0,1.0,5.0,0.0,imc,approach,Probable Cause,23-10-2002,2001,6.0,0.0,0.16666666666666666,0.16666666666666666,0,beech_be-200
20010813X01664,Accident,FTW01LA178,2001-08-09,"GRAND COTEAU, LA",United States,,,,,Non-Fatal,substantial,N10140,air tractor,at-401,No,1.0,reciprocating,aerial application,0.0,0.0,0.0,1.0,vmc,maneuvering,Probable Cause,20-02-2002,2001,1.0,0.0,0.0,0.0,0,air tractor_at-401
20010810X01661,Accident,CHI01LA272,2001-08-09,"PERU, IL",United States,,,PVT,Vogel Field,Non-Fatal,substantial,N6182R,cessna,152,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,Probable Cause,28-11-2001,2001,1.0,0.0,0.0,0.0,0,cessna_152
20010810X01659,Accident,CHI01LA271,2001-08-09,"MILWAUKEE, WI",United States,,,MWC,Lawrence J. Timmerman,Non-Fatal,substantial,N9106V,piper,pa-46-310p,No,1.0,reciprocating,business,0.0,0.0,1.0,0.0,vmc,takeoff,Probable Cause,04-06-2002,2001,1.0,0.0,0.0,0.0,0,piper_pa-46-310p
20010816X01695,Accident,CHI01FA270,2001-08-09,"MASCOUTAH, IL",United States,38.545277,-89.835277,BLV,SCOTT AFB,Non-Fatal,substantial,N2417F,boeing,717-200,No,2.0,turbo fan,,0.0,0.0,0.0,76.0,vmc,taxi,Probable Cause,30-09-2003,2001,76.0,0.0,0.0,0.0,0,boeing_717-200
